Timestamp,Email address,sba,fr
22/08/2022 23:49:53,,Dèné àw̄ gól ngōn-é,La femme berçait son bébé
22/08/2022 23:50:20,,Njè-ndɔ̀ɔ̄ ùlà gólē gɨ̀ màn̄ kènéng sɔ́l-é gɨ́,"Le cultivateur met sa gourde ""gal"" pleine de l'eau sous les aisselles"
22/08/2022 23:50:50,,Tì-á gōrē jìm,Il a un rond de graisse sur la bouche
22/08/2022 23:51:17,,Gōrē lò ḭ̀yà̰,Laisser intact le lieu
22/08/2022 23:52:00,,ḛ̀ lé tō gōsō kòndè gɨ́ tɔ̄gɨ́rɔ̄,Il est un vrai de vrai artiste de la cithare
22/08/2022 23:52:24,,Njā ɗā gōsú ùlà də́r pà nà n-ḛ̀ ǹ-ɗèē dɨ̀ mbā kùndā rī ngán nān-nè,Le renard usa d'une ruse en disant au pigeon qu'il était venu pour donner des noms à ses neveux
22/08/2022 23:52:55,,M-gè də̀j-ī gōsū ɗā ùbū ɗɔ̄ý,Je voudrais te demander la façon de faire l'huile de karité
22/08/2022 23:53:25,,"Sé dàn-dé dɨ́ mùndá nè lé, ná̰ ɓá ɗā gōsū yā̰ wà?","De ces trois personnes, quelle a été la plus maligne?"
22/08/2022 23:53:48,,M-ɗèē dɨ̀ mbā gò̰ō̰-ī bàá yàá,Je suis venu tout simplement te rendre visite
22/08/2022 23:54:11,,Kúrā-màr̄-ḿ àw̄ gò̰ō̰ kḭ́-á jē,Mon ami est allé visiter sa mère
22/08/2022 23:54:40,,Ndī ḭ̀ gò̰y-gò̰y, Le ciel est noir de nuages
22/08/2022 23:55:11,,Bɔ̀-ḿ jē lé tō də̀w̄ gɨ́ gɔ̀jì yā̰,Mon père est un homme de petite taille
22/08/2022 23:55:36,,ā-m̄ gɔ̀l lé m-ílā dām-ḿ gɨ́,Donne-moi le gourdin afin que je le mette sur l'épaule
22/08/2022 23:56:12,,Dèné lé ìlā kùlā gɔ̀l-é dɨ́ tɔ́-á nàńg,La femme met une ficelle à sa patte et l'attache par terre
22/08/2022 23:56:33,,ḭ̀ dɔ̀ kāgɨ̄ gɨ́ òsō àr̄ gɔ̀l-é tə̀dɨ̀,Il est tombé de l'arbre et il s'est cassé la jambe
22/08/2022 23:57:01,,ɗèē dɨ̀ gɔ̀l-é,Il est venu à pied
22/08/2022 23:57:39,,M-ō dɔ̀ gɔ̀l-é ə̀ĺ,Je ne sais plus où je l'ai mis
22/08/2022 23:58:14,,Gɔ̀l màjì túngā-ī,Tu es chanceux
22/08/2022 23:58:37,,īlā ngāng gɔ̀lí,n'y retourne plus
22/08/2022 23:59:00,,gɔ̀lé này tì dáà,alors qu'il n'est pas encore arrivé
22/08/2022 23:59:22,,m̄-ɗèē Mūndūú nè àsɨ̀ gɔ̀l jōó,Je suis venu ici à Moundou à peu près deux fois
22/08/2022 23:59:46,,M-ā m-ō Njàménà gɔ̀l kárā ə̀ĺ ɓə́y,Je n'ai jamais vu N'Djaména
23/08/2022 00:00:12,,ī-gɔ́l lò dàn-á nò̰ó̰ ā-m̄,Aplanis-moi ce milieu là
23/08/2022 00:00:31,,Bɔ́rnɔ̄ jē lé dḛ́ ɗàbɨ̄ gɔ́rɔ̀ gɨ̀-lò-jē-láy,Les Bornous vendent des noix de kola partout
23/08/2022 00:00:52,,Ndɔ̄ kárā ùwà ə̄m ìlā kùlā gɔ́s-é dɨ́,Un jour il attrapa un lièvre et il attacha une corde à son cou
23/08/2022 00:01:18,,D-ódō gɔ̀y ɗèē kùndà-né kàgɨ̀ lé tɔ̄l-é., Ils apportent un pilon pour taper la panthère et la tuer
23/08/2022 00:01:44,,Gɔ̀y lé d-áw d-úr-né kō mḛ̀ bìr-í,"Le pilon, on l'utilise pour piler le mil dans le mortier"
23/08/2022 00:03:01,,ɓə̀dɨ̄ ùndā gɔ́y-é dɔ̀ kāgɨ̄ gɨ́,Le singe a posé sa fesse sur l'arbre
23/08/2022 16:06:56,,Lò tò gù,Il fait sombre
23/08/2022 16:07:20,,ìsì gù,Il reste sans rien dire
23/08/2022 16:07:51,,Yḛ̀ lé kédé kə̀m-é tō ndòō nè ɓàsí-nè tī gú,Avant il était malheureux mais maintenant il est heureux
23/08/2022 16:08:27,,Də́bɨ̄ né tà dɨ́ gúbú,Il l'a caché en renversant dessus un récipient
23/08/2022 16:08:55,,Dèné gūdúrū ná̰y mbā kàr̄ kàdɨ̄ yɔ̄lē,La femme remue la sauce pour que le sel dissolve
23/08/2022 16:09:48,,"Gūm lə̀ Njà-ḿ-gòdó ùwà də́r, kɨ́ lə̀ Sú ùwà báylà","Le piège de Njamgoto saisit une tourterelle, celui de Sou un margouillat"
23/08/2022 16:10:09,,Gūm lə̀-ḿ kīlā ùwà yèl̄, Mon piège a sauté et il a attrapé un oiseau
23/08/2022 16:10:38,,Lò tò gùmà,Il fait sombre
23/08/2022 16:10:57,,Gùmā ɗā kə́y bɔ̀r lə̀-á kàr kə́y jē gɨ́,La guêpe maçonne fait son nid de boue dans les murs des maisons
23/08/2022 16:16:06,,m̄-gúr̄ lə́m-mṵ̀ mbā gɨ̀ yēl-né pə̀r,J'ai écrasé des brins d'herbe pour en faire du feu
23/08/2022 16:16:34,, í-ɗèē gɨ̀ gúrsù wà?,Es-tu venu avec de l'argent?
23/08/2022 16:16:57,,Dèné lé gùrū ndùjī gɨ̀ màn̄ mbā tá-né bíyā,La femme mélange la farine avec de l'eau pour en faire la bouillie
23/08/2022 16:22:20,,Màm gùrū nàńg,Le python tombe brutalement à terre en se tortillant
23/08/2022 16:22:46,,Kə̀m-é tò gùsùsù,Il a les yeux bouffis
23/08/2022 16:23:08,,ɔ̀sɨ̀ hàbàg mbùdù,Il le troue d'un coup sec
23/08/2022 16:23:31,,ùwà hàdɨ̀rà,Il tire avec force
23/08/2022 16:23:59,,ùwà hàgɨ̀dà rībā,Il le rompt d'un coup
23/08/2022 16:24:19,,Tò hàmjà-hàmjà,C'est plein d'eau
23/08/2022 16:24:44,,ɔ̀sɨ̀ hàndɨ̀ ùn,Il le soulève d'un mouvement sec
23/08/2022 16:25:05,,ùwà hàŕ də̄ ɗí-á dɨ́,Il tire d'un coup sec vers lui
23/08/2022 16:25:32,,Háy! āw ɓē-é ə̀ĺ ɓí wà?,Tiens! Tu n'es pas encore rentré chez toi?
23/08/2022 16:25:52,,Háy lé tō kāgɨ̄ gɨ́ d-áw lēl-né tò,Une pagaie est une chose pour pagayer une pirogue
23/08/2022 16:26:24,,gàýlà-ə̀bɨ̀ gɨ́ háylá bè,petit tesson de pot léger
23/08/2022 16:26:41,,ùwà kūbū lì-á hà̰ẃ tīŕ,Il déchire son habit
23/08/2022 16:27:07,,ùlà hègè-hègè,Il halète
23/08/2022 16:27:30,,òrè màn̄ kūbū də̄ hə̀də̀də̀,Il presse son habit mouillé
23/08/2022 16:27:58,,Kīdō lé ə̀m̄-é ḭ̀ hə̀mə̀mə̀,La mousse de la bière s'est soulevée subitement
23/08/2022 16:28:29,,Kō lə̀-í lé ì yā̰ wə̄ĺ-nè,Ton mil a duré beaucoup cette année
23/08/2022 16:28:59,,ī-ɗā ɗí wà? (ī-rā rí wà?),Qu'est-ce que tu fais?
23/08/2022 16:29:19,, ī lé ɗā né kárā kàrà ə̀ĺ,"Toi là, tu ne fais rien"
23/08/2022 16:29:55,,ī à úlá kàr̄ ī-mā̰y ə̀ĺ,"C'est toi qui l'as dit, il ne faut pas le nier"
23/08/2022 16:30:24,,ī ná̰ wà?,Toi qui es tu? 
23/08/2022 16:30:37,,Bèrè ī-ɗèē ūndā rī-á,Demain viens lui donner un nom
23/08/2022 16:31:11,,Mbā ɗí ɓá àr̄-ī ə̀ĺ wà?,Pourquoi ne t'en a-t-il pas donné? 
23/08/2022 16:31:30,,M-ā m-ō-ī ndɔ̄ kárā ə̀ĺ,Je ne t'ai jamais vu auparavant
23/08/2022 16:33:32,,ī-tógō jī-í ār-sí j-ò̰ mùrū,Lave-toi les mains pour que nous mangions la boule
23/08/2022 16:33:55,,ḭ́yā̰-m̄ ā-m̄ m-āw sè-í,Laisse-moi partir avec toi
23/08/2022 16:34:18,,Nā̰y-kàr lé ɗèē ndáà màn̄ bā ìī,"La saison sèche est arrivée, et l'eau du fleuve a tari"
23/08/2022 16:34:41,,Kàr ìbì lò yā̰,Il y a une bouffée d'air chaud
23/08/2022 16:34:59,,Ngōn ìbì pə̀r kùdù bàrádɨ̀ lə̀ bɔ̀b-é jē,L'enfant active le feu sous la théière pour son père
23/08/2022 16:35:30,,Ndáà ìlā kìyā lé àr̄-é ìgì,Alors il laisse le couteau tomber de sorte qu'il
23/08/2022 16:35:51,,ìgì-m̄ sél,Ça m'a échappé (je l'ai oublié).
23/08/2022 16:36:16,,Ndī ìl̄ àr̄ lò ndùl,Il fait sombre et nuageux
23/08/2022 16:36:41,,ìlā-á gɨ̀ mḭ̀yā̰ lì-á tɔ̄l-é,Il lance le couteau de jet sur lui et le tue
23/08/2022 16:37:01,,Ngōn lé lá mángò gɨ́ m-īlā m-ār-é lé ùwà,Le garçon a attrapé la mangue que je lui ai jetée
23/08/2022 16:37:21,,ùn tūwā ɗèē ìlā ɗágá tò dɨ́,"Elle prend une natte, l'étend dehors et se couche dessus"
23/08/2022 16:37:46,,M-īlā né lə̀-ḿ kárā kɔ̄rɔ́,J'ai perdu quelque chose
23/08/2022 16:38:23,, ìlā ɓèlè,jouer au jeu de hasard
23/08/2022 16:38:47,,ìlā dɨ́,répondre à question
23/08/2022 16:39:14,,ìlā də̄ tàsí dɨ́ nè,rôder autour de nous
23/08/2022 16:39:41,,ìlā dì-á dɨ́,il l'a incité contre lui
23/08/2022 16:40:08,,ìlā kə̀m kūbū gɨ́ lə̄w gɨ̀ è gɨ́ sìgì,Il a rapiécé le vieux habit avec le neuf
23/08/2022 16:40:54,,ìlā màn̄ lé ndásɨ́ ,boire d'un trait toute l'eau
23/08/2022 16:41:42,,ìlā rɔ̄-kūl dì-á dɨ́,s'attirer la honte sur soi-même
23/08/2022 16:42:15,,Njè-ɓògò lé ndìgì kìlā mbàng tà gɨ́ ə̀ĺ,Le voleur ne voulait pas répondre au chef
23/08/2022 16:42:37,,ìm̄ rī-á dɔ̀-dé gɨ́,Elle a été de mauvaise humeur avec eux
23/08/2022 16:42:59,,M-īm rɔ̄-ḿ dɔ̀ né ɗī-á gɨ́,Je m'ennuie sur les choses qu'il fait
23/08/2022 16:43:16,,Dèné lé ndīr ná̰y ímā mbā kàr̄ ngàb-é jē,La femme préparait une sauce de gombo pour son mari
23/08/2022 16:43:38,,àw̄ ìngà də̀w̄ sì ùr būwá-màn̄,Il est allé et il a trouvé un homme qui était en train de creuser un puits
23/08/2022 16:44:05,,M-íngā bɔ̀b-í jē ɗə́bə́,J'ai rencontré ton père sur le chemin
23/08/2022 16:44:25,,íngā mbā jē wà?,As-tu reçu des hôtes?
23/08/2022 16:44:44,,D-íngā né kùsà-dé ə̀ĺ,Ils n'ont pas de quoi manger
23/08/2022 16:45:08,,Mbī kāgɨ̄ nè lé rḛ̄ ìngà dɔ̀-ḿ gɨ́,Les feuilles de cet arbre se collaient à mes cheveux
23/08/2022 16:45:33,,íngā lé tō né də̀w̄ ndìsā-né mbāý tà,Le rasoir est une chose pour raser les barbes
23/08/2022 16:45:56,,īnjī pə̀r lé ā-m̄,Allume le feu pour moi
23/08/2022 16:46:23,, Ngōn ìnjī pə̀r mbā ró-né mṵ̀,L'enfant a allumé le feu pour brûler les herbes
23/08/2022 16:46:51,,M-āw m-ɔ́sɨ̄ bìrī-í m-ār-é ìrī,Je vais les écraser dans le mortier pour qu'ils se réduisent en farine
23/08/2022 16:47:14,,M-ā kò̰ írī gɨ̀ mùrū,Je mangerai l'oseille avec la boule
23/08/2022 16:47:35,,Ná̰y lé ndīr gɨ̀ kàndɨ̄ írī ndà,On fait cette sauce avec le fruit de l'oseille blanc
23/08/2022 16:48:04,,ī-ɗèē ísī nàńg mḛ̀ tūwā dɨ́ nè,"Viens ici, assieds-toi sur la natte"
23/08/2022 16:48:31,,ísī jē ī-ngínā-m̄ jē lám,Assieds-toi ici et attends-moi un instant
23/08/2022 16:48:54,,M-ā kìsì nè ndɔ̄ mḭ́ jē mḭ̀sá̰ jē bè,Je vais rester ici pendant cinq ou six jours
23/08/2022 16:49:16,,"òý-yō, mbā jē d-ísī nò̰ó̰","Oui, il y a des hôtes"
23/08/2022 16:49:36,,D-áw íyā gūm,Ils sont allés tendre des pièges
23/08/2022 16:49:55,,Tàgɨ́-nè m-īyā gūm mbā kùwà də́r jē nè kárā kàrà m-úwā ə̀ĺ,Hier j'ai tendu un piège pour les pigeons mais je n'ai rien attrapé
23/08/2022 16:50:16,,Lēbɨ̄ ɗɔ̄ jē lé m-ā m-āw m-īyā rɔ̄-ḿ wàlá,"Pendant les années de guerre, j'ai fuit pour me cacher en brousse"
23/08/2022 16:50:37,,īyā lé tō dā gɨ́ kūn-é tò gìr-é gɨ́ tōgɨ́ ndúr̄ bè nè ká̰-è ɓá ngāl yā̰,"Le porc-épic est un animal qui a des piquants sur le dos, comme le hérisson, mais il est plus grand"
23/08/2022 16:50:56,,M-ḭ́yā̰-ī ngàā,Je te laisse maintenant
23/08/2022 16:51:14,,Mbā jē gɨ́ d-ḭ́ ɗá wà?,Des hôtes qui viennent d'où?
23/08/2022 16:51:37,,ḭ́ jē ɗá wà?,D'où venez-vous?
23/08/2022 16:51:57,,"Lò-gɨ́ ngàb-é òō bè dáà, ḭ̀ dɨ̀ kìyā jī-á dɨ́ mbā kórō-né kúrā-màr̄-é lé","Quand son mari a entendu cela, il se leva avec le couteau sur la main pour donner la chasse à son ami"
23/08/2022 16:52:19,,Bɔ̀b-ḿ ɓá ḭ̀ mbā dɨ́ ɗèē léè,C'est mon père qui est rentré de voyage! 
23/08/2022 16:52:45,,ḭ́ ə̀w yā̰ wà?,Reviens-tu de très loin? Expr: ndī ḭ̀ -les nuages se forment
23/08/2022 16:53:10,,ḭ̀ dɨ̀ ngōn-é,Il a grondé son fils
23/08/2022 16:53:30,,Tō ḭ̀ ɓá ùndā-ī,C'est un scorpion qui t'a piqué
23/08/2022 16:53:53,,M-ḭ́yā̰ m-ār-é tò kàrá ndɔ̄ jī-này-jōó jē dɔ̀gɨ̀ jē bè,Je les laisse étendus au soleil huit à dix jours
23/08/2022 16:54:11,,M-ḭ́yā̰ kūbū jē lə̀-ḿ kə́y mbā gɨ́ lə̀-ḿ,J'ai laissé mes vêtements dans la maison de mon hôte
23/08/2022 16:54:30,,Yḛ̀ gɨ́ kárā lé ḭ̀yà̰ mḭ̀yā̰ jī-á gɨ́,L'un d'eux avait son couteau de jet en main
23/08/2022 16:54:50,,J-à tél kàr gɨ́ bàń wà?,Nous allons revenir à quelle heure?
23/08/2022 16:55:16,,J-ò̰ mùrū,Nous deux mangeons la boule
23/08/2022 16:55:28,,Jḛ̀ḛ̄ j-ìsɔ̀ né mbá̰,Nous avons déjà mangé
23/08/2022 16:55:47,,Sé j-à tél ɗèē kàr gɨ́-ɗá gɨ́ wà?,Nous allons revenir à quelle heure?
23/08/2022 16:56:05,,Jōó bàá jàbɨ̀rà,deux seulement
23/08/2022 16:56:23,,m̄-jágɨ̄lā pí m-íngā ə̀ĺ,"Je l'ai fouillé en vain, je ne l'ai pas trouvé"
23/08/2022 16:57:01,,Tál jágɨ́rá-jágɨ́rá,gambader
23/08/2022 16:57:18,, Kə́m ɓìndī rī-á jám gɨ́ lə̀ gádɨ́-màgār,La mouche s'enroulait dans la toile d'araignée
23/08/2022 16:57:40,,Jámbàl lé òdō né yā̰ ùndā màn̄g,Un chameau peut porter plus qu'un boeuf
23/08/2022 16:58:02,,"ī-pà tàr ján-ján bè, ɓá m-ā kòō dɔ̀ tàr lə̀-í ɓí",Parle plus lentement et je te comprendrai
23/08/2022 16:58:49,,Ján-ján ɓá gə̄ kùmā tḛ̀ḛ̄ ɓē gɨ́,Petit à petit on arrive au village
23/08/2022 16:59:11,,ə̄w rɔ̄-í tél tō jàng-ḿ jē,Cesse de devenir mon rival
23/08/2022 16:59:34,,Ngà kānjī jē gɨ́ bàń ɓá úwā wà? ,Et quel genre de poissons as-tu pris?
23/08/2022 16:59:57,,M-āw gɨ̀ bḭ̄yā̰ jē yā̰ nè màn̄g kárā bà,J'ai beaucoup de chèvres mais un seul boeuf
23/08/2022 17:00:23,,m̄-tél m̄-nàjì kàrá ndɔ̄ mùndá jē bè,Je les retends encore au soleil pendant à peu près trois jours
23/08/2022 17:00:49,,M-ā kìsì nè ndɔ̄ mḭ́ jē mḭ̀sá̰ jē bè,Je vais rester ici pendant cinq ou six jours
23/08/2022 17:01:16,,D-á kàsɨ̀ dɔ̀gɨ̀ jēń bè,Ils sont dix environ
23/08/2022 17:01:41,,Dɔ̀gɨ̀ jēń bè,environs dix
23/08/2022 17:02:17,,"M-ḭ́yā̰ m-ār-é tò kàrá ndɔ̄ jī-này-jōó jēń, dɔ̀gɨ̀ jēń bè",Je les laisse au soleil huit à dix jours
23/08/2022 17:02:40,,"Gúrsù gòdó jī-ḿ dɨ́, ḛ̀ jēń ɓá à tò jī-á dɨ́","Je n'ai pas d'argent, lui peut-être en a"
23/08/2022 17:02:57,,m̄-ɗā kùlà sár jēń à m̄-dàw yā̰,J'ai travaillé jusqu'à ce que je sois très fatigué
23/08/2022 17:03:30,,Jḛ̀ḛ̄ ǹ-tél ǹ-ɗèē tàgɨ́-nè,Nous sommes revenus hier
23/08/2022 17:03:54,,òm jī-á jə̀b yàá ɗèē,Il est venu les mains vides
23/08/2022 17:04:16,,òm dɔ̀ nà̰ā̰ dɨ́ jə́b-jə́b,Mets-les bien les uns sur les autres
23/08/2022 17:04:40,,Kō lə̀-ḿ àr jə̄m,Mon mil n'a pas donné des grains
23/08/2022 17:05:07,,Jī-ḿ ò̰ pə̀r. = Pə̀r ò̰ jī-ḿ,J'ai brûlé ma main dans le feu
23/08/2022 17:05:30,,Njè-ɓògò nār làr lə̀-ḿ jī-ḿ gɨ́,Le voleur a arraché l'argent de ma main
23/08/2022 17:05:57,,ùndá jī-á jōó,lui donner deux coups de mains 
23/08/2022 17:06:22,,jī-á ɔ̀ýlɔ̄,il est un voleur
23/08/2022 17:06:50,,āw úwā jī-á ā-m̄,Va lui dire bonjour de ma part
23/08/2022 17:07:12,,Kə̀r̄ lé ɔ̀r̄ kō gɨ̀ jī-ə̀m-é,L'éléphant enlève le mil avec sa trompe
23/08/2022 17:07:33,, ḭ̀ tàŕ ján ɓá ùwà kə̄m jī-kāgɨ̄ àl̄ tàŕ ján,Il se redressa doucement et attrapa une branche d'arbre où il grimpe silencieusement
23/08/2022 17:07:51,,"M-ḭ́yā̰ m-ār-é tò kàrá ndɔ̄ jī-này-jōó jēń, dɔ̀gɨ̀ jēń bè",Je les laisse (étendus) au soleil huit à dix jours
23/08/2022 17:08:28,,Ngán-ḿ jē dḛ́ jī-này-kárā,J'ai neuf enfants
23/08/2022 17:08:48,,kɨ̀ kə̀m gɨ́ m-túngā jìb,en un clin d'oeil
23/08/2022 17:09:08,,Jīgī túgā gɔ̀l-ḿ,J'ai frappé mon pied contre la souche
23/08/2022 17:09:25,,"ɓōlé jīgī túgā gɔ̀l-í gèl ndáā, tō nò̰-kàr̄ lə̀-í ə̀ĺ","Si tu frappes le pied gauche contre une souche, ce n'est pas la bonne chance"
23/08/2022 17:09:47,,àl̄ jígírí ùr,sauter et se dresser sur les pattes en équilibre
23/08/2022 17:10:05,,Màn̄ ùwà ɓə̄d-é jìm,L'eau lui est venue jusqu'au niveau de la hanche
23/08/2022 17:10:21,,àr ùy jìm,Il reste pensif
23/08/2022 17:10:37,,ùwà dì-á jìm,Il a la tête entre les mains
23/08/2022 17:10:55,,"Jímī lé tō gɨ́ ndùl lə́m, ɓòng-é ngāl lə́m gɨ́ sɔ̀ ngán kùr̄ jē lə́m gɨ̀ ngán yèl̄ jē gɨ́ ɗàng lə́m tɔ̀",Le drongo est un oiseau noir avec la queue longue qui se nourrit de petits insectes et d'autres petits oiseaux
23/08/2022 17:11:22,,Jímkíl lé sɔ̀ kə́m jē,Le lézard mange les mouches
23/08/2022 17:11:43,,ōsō pə̀də́ gɔ̀l-í jōó dáà ɓār-ī njè-jímkíl,"Si tu tombes deux fois dans le feu, on dit que tu es épileptique"
23/08/2022 17:12:03,,D-úndā kō lé d-ḭ́yā̰ jìngà-á,Ils ont battu le mil en laissant les épis vides
23/08/2022 17:12:34,,ā-m̄ jíngā m̄-tá m-ār-ī là,Donne-moi de la semoule de mil et je vais te la préparer
23/08/2022 17:12:54,,Dèné lé sīyā kō ndáà ḭ̀yà̰ jíngā òng bìrī-í,La femme tamisait la farine avec un tamis et après mit la semoule dans le mortier
23/08/2022 17:13:14,,ùr kíīí jírírí,pousser un cri strident
23/08/2022 17:13:34,,"Lò gɨ́ ùsà bè ndáā, ùn dɨ̀ jó bàá yàá ùndā nàńg ùsɔ̀ mbádɨ́","Quand elle l'avait mangé alors elle a pris la marmite, l'a déposée à terre et a mangé tout le reste"
23/08/2022 17:13:54,,Jó lé àr̄ màn̄ kūl,La jarre d'argile maintient l'eau fraîche
23/08/2022 17:14:15,,Də̀w̄ kárā à kìngà kártɨ̀ sɔ́ sɔ́ dáà à ɗɔ̄ jōó jōó ɓá à kɔ̀y nàńg jōó jōó tɔ̀,"Ensuite, chacun reçoit quatre cartes, puis les joue deux par deux, et en terre encore deux"
23/08/2022 17:14:34,,m̄-ɗèē nè àsɨ̀ kàr jōó ngàā,Je suis arrivé ici il y a deux heures
23/08/2022 17:14:58,,Dèné lé à̰ӯ jòbɨ̄lō lī,La femme fuit la mue de serpent
23/08/2022 17:15:18,, ìngà dì-á tɔ̄r jɔ̀d-jɔ̀d,Ses cheveux sont irréguliers
23/08/2022 17:15:35,,"Kə́m jē jɔ̄gɨ̄ lò nè-gɨ́ yā̰, bè ndáà m-ā kàw̄ ɗā kùlà ɗágá","Les mouches dérangent beaucoup ici, alors je vais travailler dehors"
23/08/2022 17:15:52,,Ngōn lé sɔ̀ né jɔ́gɨ́ èĺ,L'enfant mange beaucoup
23/08/2022 17:16:11,,M-īlā jùg-jùg,Je ne sais où aller
23/08/2022 17:16:29,,Yò gɨ́ tɔ̄l-é lé yàá àr̄-é sì jùgɨ̀m,"Il est abattu à cause du décès. Expr: sì jùgɨ̀m -être abattu, très triste"
23/08/2022 17:16:50,,àndɨ̄ sì jùgɨ̀m,être comme un imbécile
23/08/2022 17:17:10,,ìngà dì-á àr tàŕ jùgùgù,Ses cheveux se hérissent de peur
23/08/2022 17:17:33,,Bèl̄ òsō pə̀də́ ò̰ júrú,La plume tomba dans le feu et brûla en un instant
23/08/2022 17:17:52,,Túngā kāgɨ̄ gɨ́ tò júrúrú,Il coupe du bois qui est bien droit
23/08/2022 17:18:10,,Nìngà lé àw̄ júrúrú,La sagaie est allée tout droit
23/08/2022 17:18:31,,K-únd-á sár-sár ɓá d-ḭ́yā̰-á ɓə́y,"Ils le frappaient pendant longtemps, puis ils l'ont laissé"
23/08/2022 17:18:51,,Kúndā àw̄ sə̀-dé ɓē-é lə̀ kà-dé jē,Le cheval les amenait chez leurs grands-parents
23/08/2022 17:19:08,,Kà-ḿ jē gɨ́ dìngàm lé gə̀r̄ sú-ɓē yā̰,Mon grand-père connaît beaucoup de devinettes
23/08/2022 17:19:55,,"Kā màjì mbā kám-é, dèné màjì mbā ngàb-é jē","La calebasse est bonne à cause de sa feuille, la femme est bonne à cause de son mari"
23/08/2022 17:20:16,,M-ō ká búndù gɨ́ ɓār,J'ai entendu le bruit d'un fusil
23/08/2022 17:20:36,,òō ngá-kì-á jē sár òō ngá kà-dɔ̀g-é,Il a vu ses petits-fils jusqu'à voir ses arrières petits-fils
23/08/2022 17:20:52,,M-ō ká-gír ngìsì bèlō lì-á,J'ai écouté le son de son vieux vélo
23/08/2022 17:21:17,,Kā-láw lé tō dèné gɨ́ tɔ̄l láw,"Une ""kalaw"" est une femme qui a fait l'initiation"
23/08/2022 17:21:34,,Kà-ndùú lé à kìngà-á wàlá,"La plante ""kandou"" se trouve en brousse"
23/08/2022 17:21:52,,"Kābā-ḿ, sé mbā lə̀-í tɔ̀ӯ kə́ lə̀-ḿ wà?","Mon ami, est-ce que ton voyage a surpassé à le mien?"
23/08/2022 17:22:08,,"ḭ̀ àw̄ kə́y, àw̄ ɔ̀sɨ̀ kābā ɗèē mbél kə̀m ngō lə̀ nàng dɨ́","Elle se leva, alla dans sa case, écrasa du piment et revint le jeter aux yeux du fils de la terre"
23/08/2022 17:22:29,,M-ā m̄-ndìgì ná̰y gɨ́ kābā tō kènéng yā̰ ə̀ĺ,Je n'aime pas les sauces avec trop de piment
23/08/2022 17:22:47,,Kābá jē lé d-ísī ɓē-kò̰ gɨ́ Gɔ̀ré,Les Kaba habitent la région de Goré
23/08/2022 17:23:07,,Kám kàbɨ̀ lé dèné jē d-ólē ndògō ngán jē gɨ́ kásɨ̄,"Les feuilles de l'arbre ""Kab"" là, les femmes les bouillent pour laver les nouveau-nés"
23/08/2022 17:23:24,,kábɨ̄rā lé tō mṵ̀ gɨ́ d-ójī ndògō ndáà ngàn̄g yā̰,"Le ""kabira"" est une herbe que si on tresse le secko avec alors il est résistant"
23/08/2022 17:23:44,,Lò-gɨ́ ḛ̀ àӯ kìdō ndáà ɗā né jē gɨ́ kàbùlà,Quand il boit de la bière il fait des choses dégoûtantes
23/08/2022 17:24:08,,Dèné lə̀-ḿ àw̄ kàdɨ̀ ɓō j-àw̄ gɨ̀ ngán jē ə̀ĺ,Ma femme est stérile et nous n'avons pas d'enfants
23/08/2022 17:24:28,,Kàdɨ̄ ɔ̀r ná̰y lé èĺ = Ná̰y nè lé kàdɨ̄ ɔ̀r-é èĺ,Il n'y a pas de sel dans cette sauce
23/08/2022 17:24:50,, Kūnjá lé jānē wúl lé kádɨ́-kádɨ́,Le poulet là a éparpillé les arachides partout
23/08/2022 17:25:10,,Rī-á tē-é àr̄-é tɔ̄mē kādɨ̄-kāy yā̰,Il est malade et il a vomi beaucoup de la bile
23/08/2022 17:25:29,,kàdɨ̄-ngàmbáy lé màjɨ̀ kò̰ ná̰y kúl yā̰, Le sel indigène est très bon pour la sauce longue
23/08/2022 17:25:52,,Bḭ́ gɨ́ làl̄ kàdɨ̄-síngā lé àndɨ̄ yā̰ ə̀ĺ,Le coton sans l'engrais ne produit pas beaucoup
23/08/2022 17:26:20,,Kàgá gɨ́ dèné lè àm̄ mùrū m-ó̰ yā̰,Ma grand-mère me donne beaucoup de boule à manger
23/08/2022 17:26:42,,Bàw̄ dèné jē ùlà pà nà sé àw̄ tɔ̄l kàgɨ̀,Le père de la fille lui dit qu'il allait tuer une panthère
23/08/2022 17:27:00,,Kàgɨ̀ lé tō àsɨ̀ nà̰ā̰ gɨ̀ bàtú bè nè ḛ̀ màjə̀ĺ yā̰,"La panthère est un animal pareil au chat, mail elle est plus longue et plus grande"
23/08/2022 17:27:18,,"Kāgɨ̄ ùbà nà̰ā̰ yā̰ nè lé, lò gɨ́ -ɗá ɓá j-à kàw̄ kèné wà?","Les arbres sont très touffus, par où allons-nous entrer dedans? "
23/08/2022 17:27:36,,Də̀w̄ jē túngā kāgɨ̄ láy láy dáà lò kìngà sī ò̰ yā̰,Les gens ont coupé tous les arbres et maintenant il est devenu difficile de trouver du fagot
23/08/2022 17:27:55,,Bà̰ kāgɨ̄ nè lé màjì ìlā ndògō yā̰,Ce bois fourchu est très bon pour mettre le secko
23/08/2022 17:28:14,,ísī dɔ̀ kāgɨ̄ dɨ́ kə̀ń,Assieds-toi sur cette chaise là-bas
